person,gesture,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15
ASUS,1,0.188542,0.370666,0.512992,0.632293,0.293992,0.411514,0.339609,0.261722,0.31279,0.453176,0.324679,0.234354,0.361079,0.49489,0.354818,0.271829,0.436082,0.543018,0.425077,0.337044,0.142158,0.284616,0.40357,0.287948,0.399242,0.295279,0.220114,0.381642,0.500031,0.349271,0.282877,0.481677,0.587135,0.441555,0.384318,0.593744,0.676878,0.55216,0.473892,0.100847,0.220019,0.358356,0.440335,0.334634,0.287705,0.480756,0.569781,0.426159,0.389001,0.599756,0.679571,0.543574,0.507578,0.72671,0.791263,0.668954,0.601799,0.077654,0.458421,0.518072,0.420655,0.393027,0.588062,0.657458,0.524831,0.503786,0.713029,0.776899,0.65008,0.625716,0.845496,0.898933,0.780084,0.720006,0.559824,0.605907,0.515726,0.498323,0.691335,0.74859,0.624308,0.611841,0.818493,0.872528,0.752272,0.7344,0.953373,1,0.883896,0.82815,0.078653,0.02256,0.030255,0.090381,0.173847,0.026129,0.041133,0.219208,0.279786,0.150776,0.1478,0.357349,0.39909,0.282661,0.235132,0.065896,0.13793,0.118176,0.102339,0.055366,0.14072,0.229247,0.231577,0.151671,0.197891,0.364798,0.371073,0.274884,0.259861,0.040309,0.144928,0.195815,0.070706,0.104851,0.273753,0.315407,0.200601,0.20962,0.413033,0.444208,0.333193,0.293546,0.153624,0.245643,0.097483,0.073989,0.278737,0.350247,0.216076,0.195989,0.413603,0.464956,0.34538,0.288731,0.099034,0.034299,0.057097,0.087562,0.163871,0.021142,0.038546,0.226553,0.269697,0.150885,0.107975,0.109156,0.185903,0.135789,0.089471,0.076359,0.160971,0.250894,0.233063,0.155923,0.176037,0.048798,0.161791,0.212055,0.088283,0.107906,0.301177,0.334033,0.220945,0.183949,0.169144,0.262592,0.117719,0.080934,0.300151,0.361368,0.238333,0.174733,0.099907,0.03598,0.055941,0.097713,0.153554,0.028853,0,0.105006,0.181437,0.152808,0.103742,0.067511,0.137163,0.046279,0.173804,0.207256,0.091004,0.068379,0.178201,0.250931,0.126247,0.052757,0.083341,0.053374,0.083818,0.083043,0.166149,0.046711,0.24118,0.066249,0.069243,0,1,0.124773,0.111721,0.119166,0.200648,0.950956,0.927177,0.986325,0.88094,0.804216,0
ASUS,1,0.204091,0.378391,0.510092,0.621308,0.2715,0.384286,0.325265,0.252094,0.299613,0.436353,0.32087,0.224837,0.352425,0.483481,0.351772,0.260392,0.424779,0.53307,0.42861,0.340557,0.148786,0.281105,0.392787,0.29891,0.393948,0.301237,0.221163,0.395792,0.503798,0.363703,0.2837,0.492561,0.593487,0.454211,0.387208,0.595941,0.681275,0.569582,0.49084,0.106628,0.218463,0.398148,0.464213,0.367979,0.308552,0.514895,0.596243,0.45914,0.402455,0.624852,0.703948,0.570549,0.521394,0.738928,0.809229,0.698141,0.628087,0.085918,0.494105,0.540374,0.44889,0.405286,0.616415,0.67989,0.549893,0.507879,0.73121,0.795809,0.668965,0.630854,0.85006,0.91028,0.801096,0.737241,0.584725,0.617644,0.53149,0.498216,0.708749,0.75967,0.636329,0.603912,0.82568,0.879935,0.758736,0.728081,0.947073,1,0.892803,0.83352,0.087195,0.052658,0.063876,0.098512,0.179262,0.038877,0.027008,0.216897,0.279885,0.148935,0.130237,0.341484,0.390334,0.282161,0.228067,0.070882,0.146875,0.132084,0.116668,0.049001,0.134946,0.23563,0.241084,0.149977,0.188229,0.358775,0.372207,0.278479,0.255534,0.057529,0.165814,0.205225,0.081355,0.102235,0.283824,0.322568,0.206559,0.206116,0.409788,0.444994,0.341826,0.298089,0.185292,0.264549,0.125215,0.081883,0.301538,0.369508,0.238163,0.205969,0.423677,0.479169,0.369945,0.309903,0.112852,0.064157,0.087691,0.092872,0.172286,0.03259,0.033933,0.218405,0.268717,0.158754,0.106384,0.114571,0.200685,0.147707,0.100859,0.076126,0.165756,0.251069,0.236974,0.159239,0.173211,0.0708,0.178702,0.220241,0.099316,0.115775,0.304628,0.33835,0.234549,0.195033,0.197569,0.284029,0.145419,0.098506,0.317235,0.380932,0.269764,0.203777,0.115696,0.06035,0.079457,0.100095,0.162975,0.052124,0,0.113797,0.197536,0.161147,0.112367,0.069818,0.13762,0.068519,0.183082,0.215549,0.109384,0.082406,0.193324,0.268175,0.156649,0.080824,0.100569,0.068855,0.087879,0.085913,0.168385,0.062544,0.242515,0.063142,0.081116,0,1,0.187781,0.154232,0.14244,0.207818,0.995762,0.995947,0.95579,0.868035,0.812704,0
ASUS,1,0.184604,0.383582,0.544473,0.671654,0.325133,0.44356,0.346332,0.288345,0.337756,0.461778,0.316401,0.270146,0.378869,0.501001,0.343608,0.298889,0.441781,0.527341,0.394069,0.342729,0.160089,0.320804,0.446824,0.297876,0.421472,0.293596,0.235378,0.388788,0.498996,0.331015,0.300738,0.485483,0.585945,0.424324,0.396181,0.587777,0.649976,0.515656,0.476349,0.119226,0.246385,0.349306,0.447068,0.323581,0.287805,0.478997,0.562025,0.406754,0.395933,0.600966,0.676542,0.529547,0.516299,0.72229,0.764067,0.638495,0.610524,0.086409,0.458081,0.531377,0.424082,0.404678,0.597304,0.661062,0.522513,0.521682,0.72698,0.786784,0.65296,0.647385,0.855077,0.885181,0.767172,0.745446,0.571943,0.63267,0.535397,0.522635,0.713026,0.767182,0.638099,0.641158,0.844911,0.897028,0.770311,0.767882,0.975283,1,0.886012,0.866952,0.084449,0,0.023114,0.099978,0.171729,0.025943,0.049397,0.234026,0.287962,0.159202,0.168121,0.368439,0.386308,0.276629,0.267828,0.088171,0.14434,0.117123,0.097618,0.089894,0.137011,0.232759,0.234173,0.170009,0.204232,0.365601,0.351096,0.275289,0.288282,0.019854,0.139423,0.197799,0.066829,0.090153,0.273995,0.320978,0.199393,0.209821,0.409011,0.423344,0.316905,0.309373,0.151557,0.235716,0.077661,0.077398,0.28076,0.347071,0.206526,0.20462,0.41121,0.439271,0.321607,0.304722,0.082257,0.033169,0.046529,0.092884,0.158159,0.018889,0.045341,0.228474,0.246125,0.136039,0.135261,0.126209,0.161152,0.126277,0.095181,0.094602,0.143566,0.244641,0.214569,0.162506,0.193042,0.005547,0.16644,0.228064,0.09157,0.102329,0.300726,0.320902,0.208935,0.201092,0.164141,0.24591,0.091842,0.085448,0.292361,0.32636,0.203723,0.185619,0.084519,0.033114,0.047542,0.094351,0.12343,0.001797,0.026847,0.121744,0.160989,0.139388,0.080636,0.091203,0.143797,0.007823,0.167973,0.192746,0.075738,0.076875,0.165919,0.212314,0.080727,0.058635,0.064509,0.050816,0.070626,0.094067,0.142844,0.013461,0.219526,0.041307,0.045965,0,0.977013,0.026439,0.060274,0.071544,0.17281,0.923899,0.862716,1,0.90285,0.762304,0
ASUS,1,0.187366,0.37635,0.538642,0.668094,0.333912,0.450652,0.340246,0.291432,0.341952,0.444612,0.28357,0.268758,0.38161,0.483058,0.315417,0.298144,0.44468,0.530356,0.388249,0.343235,0.170281,0.331523,0.459334,0.299121,0.425049,0.289956,0.244,0.389936,0.482526,0.310432,0.313638,0.48542,0.571675,0.407676,0.400669,0.584617,0.654806,0.514873,0.476025,0.138203,0.267888,0.323291,0.425488,0.302339,0.278227,0.460747,0.530068,0.383451,0.399195,0.584674,0.650729,0.508279,0.509471,0.703267,0.756875,0.628355,0.597385,0.106458,0.431464,0.506914,0.407054,0.398111,0.580546,0.632848,0.509715,0.529954,0.71308,0.766179,0.640147,0.645028,0.83823,0.882125,0.762465,0.735959,0.547225,0.608628,0.522127,0.518952,0.698406,0.742247,0.631027,0.652712,0.833398,0.880145,0.762409,0.768707,0.960723,1,0.884929,0.86036,0.102897,0.001323,0.031027,0.127665,0.182725,0.074503,0.10225,0.264821,0.310627,0.200642,0.213098,0.395514,0.42872,0.320706,0.30439,0.111497,0.157468,0.141362,0.120932,0.150728,0.174541,0.2625,0.266432,0.226794,0.24771,0.391394,0.397136,0.324789,0.325087,0.026246,0.153055,0.204754,0.097975,0.125227,0.290246,0.335076,0.225668,0.237648,0.420885,0.453918,0.346014,0.32921,0.159803,0.230267,0.087971,0.110648,0.290929,0.348967,0.219476,0.227114,0.417731,0.460298,0.341965,0.319407,0.07861,0.056457,0.0543,0.113841,0.16603,0.061797,0.082245,0.245623,0.27767,0.172295,0.16369,0.149883,0.155155,0.134959,0.121399,0.132931,0.15703,0.254518,0.25233,0.195796,0.208433,0.004041,0.179363,0.245296,0.107553,0.116755,0.305696,0.350121,0.229959,0.208991,0.161389,0.235539,0.086147,0.092366,0.284209,0.333652,0.208421,0.18466,0.079624,0.054101,0.062267,0.108017,0.148502,0.038283,0.052964,0.145665,0.160894,0.133448,0.107722,0.107365,0.145055,0,0.174215,0.226294,0.098416,0.080197,0.169861,0.230275,0.094802,0.068245,0.071249,0.051703,0.084526,0.118881,0.163089,0.021683,0.233052,0.088259,0.063771,0.017859,0.959448,0,0.033966,0.045985,0.112238,0.900669,0.851804,1,0.932047,0.842404,0
ASUS,1,0.21523,0.443393,0.635528,0.790962,0.363581,0.480523,0.394095,0.331354,0.308612,0.430193,0.315589,0.260198,0.300139,0.404298,0.287516,0.237649,0.347919,0.415452,0.316083,0.267014,0.198832,0.39042,0.545113,0.235706,0.358402,0.257599,0.199882,0.291049,0.391526,0.26814,0.234857,0.38489,0.452734,0.340283,0.316048,0.501849,0.536574,0.434854,0.399208,0.161271,0.317517,0.256032,0.33089,0.254437,0.239452,0.391944,0.44286,0.353878,0.353501,0.530517,0.56177,0.475576,0.472636,0.673533,0.684596,0.592989,0.569738,0.126409,0.396455,0.426094,0.383029,0.392492,0.547865,0.569574,0.50734,0.519792,0.696568,0.70962,0.639865,0.645297,0.846616,0.846712,0.762185,0.744593,0.543425,0.555122,0.526679,0.543202,0.697066,0.707147,0.656237,0.672548,0.848071,0.853979,0.791099,0.799205,1,0.995964,0.914487,0.898837,0.094299,0,0.005691,0.123654,0.156407,0.082826,0.112826,0.277213,0.282552,0.220301,0.238915,0.432895,0.421809,0.344924,0.337325,0.06991,0.130844,0.180843,0.129013,0.150608,0.202027,0.324025,0.288254,0.272782,0.308485,0.478728,0.444861,0.390279,0.39704,0.033252,0.145515,0.159368,0.105462,0.140959,0.299702,0.296547,0.243239,0.26519,0.456196,0.440709,0.367675,0.362593,0.124904,0.179765,0.085023,0.100416,0.273976,0.292059,0.21701,0.228517,0.427057,0.423357,0.340607,0.328205,0.090854,0.009991,0.0271,0.123294,0.140348,0.066989,0.096778,0.279878,0.26813,0.191269,0.188891,0.095528,0.144479,0.18577,0.129616,0.146423,0.194987,0.331735,0.288093,0.246336,0.264209,0.024727,0.163697,0.177024,0.106986,0.131356,0.319911,0.308883,0.231563,0.226865,0.146712,0.189573,0.091184,0.097208,0.296606,0.300207,0.21151,0.196917,0.078932,0.026171,0.039676,0.125994,0.124145,0.037119,0.048131,0.089609,0.135872,0.184197,0.128262,0.111056,0.148189,0.022124,0.182063,0.178128,0.093735,0.093365,0.170629,0.189914,0.090668,0.06895,0.061855,0.058119,0.073396,0.072767,0.118312,0.019348,0.162252,0.059244,0.098201,0.058384,0.984858,0,0.054902,0.111011,0.262944,0.965222,0.877358,1,0.893306,0.733907,0
ASUS,1,0.233738,0.482126,0.686721,0.848539,0.395137,0.532249,0.437966,0.375382,0.332043,0.444622,0.319174,0.279116,0.301846,0.398002,0.277009,0.246034,0.321956,0.379775,0.282955,0.249926,0.207323,0.411585,0.572955,0.234218,0.354561,0.244387,0.194491,0.278376,0.346856,0.219261,0.222094,0.362328,0.400749,0.297374,0.309947,0.4701,0.47583,0.378581,0.370917,0.162684,0.325186,0.25509,0.293094,0.212088,0.217338,0.384173,0.385112,0.315599,0.352566,0.519281,0.509837,0.448407,0.482282,0.657332,0.632853,0.551854,0.558627,0.121443,0.404313,0.381225,0.346309,0.377804,0.549097,0.517687,0.48519,0.530031,0.695307,0.665238,0.625882,0.665871,0.841281,0.80429,0.733096,0.745225,0.556165,0.511812,0.495759,0.533603,0.703138,0.660259,0.641594,0.688288,0.851865,0.814167,0.783396,0.825131,1,0.958433,0.891277,0.905137,0.095284,0.0202,0.001912,0.105815,0.090464,0.053716,0.106436,0.257126,0.219475,0.192599,0.240736,0.40938,0.36048,0.300414,0.321687,0.068419,0.122777,0.207101,0.119012,0.179875,0.230723,0.353297,0.281568,0.300113,0.352254,0.506272,0.438995,0.401262,0.429954,0.020717,0.167691,0.133792,0.11441,0.166585,0.319222,0.277262,0.254615,0.302267,0.47151,0.421658,0.362521,0.383332,0.129749,0.133145,0.066072,0.114707,0.276331,0.251579,0.208184,0.252331,0.425467,0.38458,0.316397,0.333355,0.073992,0.027349,0.018536,0.110067,0.086771,0.051086,0.103309,0.263381,0.213465,0.155308,0.181291,0.093308,0.123749,0.200381,0.120625,0.159044,0.211417,0.350462,0.278607,0.249592,0.282761,0.010864,0.168388,0.155749,0.100334,0.146165,0.317783,0.277936,0.208638,0.227315,0.124962,0.137009,0.054369,0.095704,0.269777,0.238489,0.16117,0.176711,0.069546,0.02898,0.016975,0.111779,0.073538,0.007449,0.045001,0.080843,0.113027,0.199,0.117346,0.114632,0.155333,0.010808,0.175542,0.143847,0.06638,0.088565,0.133685,0.124289,0.028543,0.039222,0.058489,0.067227,0.058158,0.060168,0.087917,0,0.093661,0.020845,0.057716,0,0.987891,0.063513,0.091405,0.116223,0.304728,0.975293,1,0.918417,0.800458,0.637589,0
ASUS,1,0.231795,0.468585,0.659784,0.806263,0.369772,0.461461,0.36914,0.319556,0.323437,0.347537,0.253945,0.22265,0.295593,0.251161,0.16926,0.173442,0.303921,0.235579,0.159074,0.175286,0.198111,0.389093,0.535943,0.249223,0.243364,0.141655,0.1294,0.316034,0.199819,0.111932,0.169081,0.392764,0.250436,0.185904,0.252314,0.473311,0.375259,0.301144,0.338424,0.154012,0.302329,0.309138,0.171248,0.138668,0.198051,0.442248,0.260034,0.249849,0.329611,0.562331,0.403605,0.375764,0.444403,0.667895,0.567391,0.505758,0.544679,0.109569,0.465856,0.297368,0.311378,0.375949,0.611467,0.424315,0.435487,0.514388,0.741776,0.583185,0.564581,0.632302,0.853508,0.753442,0.695458,0.734383,0.603669,0.430679,0.456614,0.521632,0.752309,0.565439,0.582782,0.661217,0.88606,0.728088,0.712444,0.779835,1,0.900219,0.843458,0.882364,0.135781,0.133532,0.09117,0.113076,0.014663,0.10422,0.108362,0.257474,0.118578,0.167206,0.204644,0.384704,0.294271,0.270632,0.30336,0.062896,0.103119,0.287262,0.106945,0.171208,0.23148,0.428698,0.277912,0.293254,0.349955,0.552152,0.456906,0.417933,0.454625,0.026238,0.265418,0.082756,0.092236,0.1672,0.391491,0.23288,0.223082,0.28757,0.504711,0.405347,0.353612,0.392047,0.206011,0.037735,0.030598,0.102267,0.327375,0.168501,0.159544,0.222877,0.439566,0.340172,0.289365,0.327614,0.148244,0.172278,0.109617,0.108398,0.037454,0.126047,0.114462,0.238819,0.158143,0.163005,0.185291,0.063112,0.094163,0.284466,0.132033,0.156934,0.207218,0.406425,0.311061,0.275152,0.310859,0.040834,0.27512,0.118249,0.092143,0.158195,0.379588,0.279252,0.223115,0.261779,0.196211,0.043072,0.023901,0.081826,0.300236,0.200124,0.148966,0.186819,0.120002,0.168265,0.107281,0.092324,0.036013,0.097709,0.092184,0.04969,0.05222,0.236018,0.140139,0.114507,0.145963,0.030297,0.255056,0.154797,0.092241,0.131064,0.185823,0.085636,0.029086,0.066159,0.061604,0.134229,0.100013,0.04295,0.022415,0,0.063429,0,0.049369,0.05867,0.953127,0.333897,0.442177,0.580053,0.788525,1,0.588446,0.404378,0.259759,0.135971,0
ASUS,1,0.215056,0.4355,0.609409,0.761404,0.35321,0.387497,0.319174,0.279909,0.309973,0.257352,0.203485,0.196444,0.301309,0.168126,0.112465,0.132665,0.333547,0.202925,0.13836,0.151764,0.207711,0.381109,0.532743,0.265685,0.202622,0.120973,0.113829,0.333045,0.154843,0.100519,0.150786,0.415068,0.223528,0.190547,0.239031,0.502403,0.374802,0.321064,0.333699,0.160379,0.313088,0.313209,0.14975,0.136516,0.18966,0.451263,0.259617,0.257131,0.304853,0.574964,0.396112,0.385341,0.428427,0.68577,0.568787,0.524055,0.535316,0.139392,0.443717,0.279133,0.299766,0.352706,0.597208,0.41795,0.426264,0.470522,0.732077,0.562067,0.556409,0.597683,0.84977,0.737473,0.695483,0.706338,0.583169,0.423961,0.45179,0.504309,0.740716,0.567827,0.578893,0.622221,0.879645,0.713596,0.709288,0.750116,1,0.889606,0.848378,0.859142,0.153699,0.180492,0.146643,0.147436,0.100544,0.165324,0.14556,0.29613,0.1919,0.231988,0.2411,0.428589,0.349748,0.337924,0.342595,0.068222,0.093923,0.304403,0.137346,0.171859,0.199752,0.442196,0.286584,0.297464,0.32947,0.565394,0.463436,0.432009,0.440759,0.039769,0.303599,0.109521,0.114375,0.157112,0.424773,0.248703,0.245444,0.284745,0.53738,0.424133,0.384211,0.394508,0.254034,0.057669,0.06593,0.104215,0.371662,0.195678,0.195787,0.233056,0.483982,0.37174,0.333674,0.343557,0.183104,0.219454,0.168887,0.137572,0.130459,0.189002,0.165035,0.273004,0.218684,0.230678,0.22992,0.051571,0.051401,0.302079,0.135564,0.150914,0.178964,0.418479,0.312577,0.281726,0.2901,0.039688,0.313914,0.126695,0.117373,0.157866,0.416205,0.298079,0.256214,0.266673,0.261184,0.077905,0.085819,0.116476,0.36723,0.253953,0.218655,0.227717,0.177846,0.219825,0.17289,0.122547,0.115612,0.164266,0.155257,0.044856,0.035506,0.276089,0.163488,0.135713,0.142651,0.03524,0.298164,0.1721,0.125395,0.136323,0.249971,0.126695,0.089099,0.097609,0.11877,0.182242,0.168597,0.050877,0.037657,0,0.093896,0.070979,0.182323,0.203479,1,0.535238,0.656145,0.738973,0.962807,0.995501,0.492884,0.296402,0.144774,0,0
ASUS,1,0.20432,0.423996,0.599933,0.75839,0.352648,0.384621,0.327295,0.29248,0.30647,0.248526,0.204029,0.194521,0.296635,0.155904,0.104748,0.12457,0.329817,0.190439,0.131342,0.150653,0.201168,0.376703,0.534735,0.261343,0.213071,0.138582,0.123705,0.326346,0.153502,0.093919,0.135536,0.40763,0.2171,0.180228,0.227747,0.495211,0.361458,0.312194,0.329502,0.156587,0.3158,0.30049,0.165201,0.13084,0.169408,0.441454,0.257773,0.241359,0.284479,0.566461,0.391437,0.374464,0.416612,0.677928,0.556347,0.515159,0.530281,0.140443,0.427951,0.286887,0.28721,0.329173,0.586547,0.416126,0.411056,0.451082,0.723876,0.558928,0.54699,0.58719,0.842728,0.726708,0.688156,0.702587,0.573876,0.436348,0.445052,0.487148,0.736902,0.57294,0.570522,0.609833,0.878496,0.717622,0.706751,0.746593,1,0.885945,0.847937,0.86226,0.122508,0.157898,0.135316,0.147425,0.095599,0.158241,0.142852,0.29931,0.201574,0.233758,0.242952,0.433079,0.354227,0.343139,0.348583,0.056981,0.075396,0.281251,0.13222,0.161263,0.182228,0.42445,0.281965,0.29004,0.318357,0.550994,0.450613,0.424415,0.434862,0.022681,0.291192,0.110035,0.111104,0.146007,0.419194,0.253448,0.248289,0.284333,0.536096,0.422599,0.388405,0.401296,0.254318,0.069119,0.07166,0.104099,0.37836,0.211383,0.20769,0.242677,0.494165,0.380644,0.347178,0.359779,0.169827,0.215243,0.171388,0.135261,0.132016,0.187282,0.163848,0.272079,0.220886,0.231994,0.229703,0.043886,0.034931,0.28987,0.130628,0.141175,0.166758,0.40764,0.299995,0.27282,0.283249,0.027376,0.313182,0.130887,0.118072,0.156718,0.417746,0.296343,0.258879,0.272545,0.266724,0.088424,0.088459,0.119397,0.374059,0.25717,0.224662,0.236637,0.171268,0.216823,0.170793,0.11816,0.118337,0.162724,0.149121,0.036713,0.022054,0.267465,0.150316,0.125001,0.13384,0.028535,0.295569,0.164039,0.121779,0.136404,0.248353,0.120333,0.08664,0.097831,0.12097,0.179415,0.159997,0.039702,0.0206,0,0.106228,0.06752,0.204767,0.221915,1,0.587172,0.734638,0.794198,0.97206,0.989852,0.515891,0.295588,0.139475,0,0
ASUS,1,0.215804,0.446685,0.63388,0.786253,0.372609,0.477175,0.387057,0.340517,0.321493,0.404623,0.292359,0.262459,0.31366,0.37159,0.244344,0.228619,0.357504,0.385346,0.26985,0.244376,0.203137,0.389296,0.540625,0.257117,0.33786,0.227048,0.197058,0.314967,0.346463,0.208261,0.216823,0.405062,0.415151,0.287118,0.302897,0.514406,0.509581,0.393599,0.382526,0.156604,0.309753,0.270415,0.28269,0.199104,0.21532,0.40836,0.382718,0.28547,0.323042,0.545157,0.519759,0.425598,0.455755,0.68208,0.656274,0.555632,0.554477,0.123223,0.405159,0.373966,0.332594,0.365493,0.559174,0.509991,0.443924,0.486581,0.706712,0.667571,0.591994,0.625475,0.850805,0.81697,0.725113,0.727444,0.546489,0.500021,0.47598,0.51264,0.703305,0.645633,0.592107,0.63583,0.853708,0.809272,0.741393,0.775799,1,0.963047,0.874978,0.878495,0.074999,0.042856,0.033788,0.127451,0.081753,0.05087,0.09136,0.281418,0.232275,0.183594,0.222148,0.432456,0.388023,0.313331,0.324644,0.080744,0.114245,0.208669,0.123958,0.156531,0.195743,0.361674,0.296204,0.279338,0.318115,0.514073,0.460799,0.402125,0.417251,0.017479,0.196708,0.153696,0.092728,0.13856,0.347935,0.304315,0.241302,0.278438,0.496797,0.456557,0.374367,0.382348,0.164628,0.142353,0.049269,0.094431,0.310721,0.275282,0.199238,0.2353,0.457022,0.420816,0.33295,0.339165,0.069271,0.093497,0.068042,0.124193,0.080799,0.055249,0.089792,0.276332,0.229929,0.163115,0.180238,0.108116,0.116367,0.212016,0.141708,0.153569,0.189503,0.363318,0.306975,0.258826,0.27834,0.01517,0.232296,0.204752,0.119308,0.155587,0.377294,0.342988,0.253022,0.259518,0.191608,0.174687,0.074902,0.110239,0.333651,0.302719,0.208551,0.214073,0.058549,0.090992,0.072093,0.121788,0.08046,0.030874,0.060697,0.10526,0.112351,0.197513,0.135401,0.118992,0.1473,0.008154,0.228153,0.201208,0.103088,0.110783,0.195724,0.177064,0.069322,0.07328,0.045733,0.095786,0.101293,0.089169,0.110697,0,0.101716,0,0.075582,0.033247,1,0.145155,0.278464,0.286505,0.386018,0.972337,0.994143,0.808393,0.698732,0.576775,0
ASUS,1,0.204707,0.422809,0.593286,0.725597,0.366737,0.483278,0.388062,0.325653,0.358438,0.468864,0.318959,0.272994,0.383219,0.479531,0.315818,0.282782,0.440629,0.508427,0.373044,0.333092,0.182957,0.352712,0.483774,0.313239,0.417654,0.29442,0.241633,0.391591,0.472823,0.30137,0.287962,0.485859,0.547918,0.383821,0.380016,0.593804,0.630359,0.494085,0.471152,0.130673,0.263033,0.343886,0.404959,0.291245,0.274019,0.473077,0.513687,0.368511,0.385459,0.601654,0.630152,0.492512,0.508972,0.734621,0.745295,0.621689,0.61285,0.093084,0.456113,0.484089,0.393896,0.397817,0.597709,0.614427,0.495194,0.523341,0.735886,0.746727,0.628252,0.65239,0.876709,0.874736,0.760609,0.758123,0.570976,0.582839,0.50672,0.518627,0.715284,0.720474,0.615143,0.647265,0.856389,0.858723,0.750282,0.777399,1,0.992033,0.883051,0.883328,0.077177,0.025377,0.035242,0.10565,0.131429,0.022778,0.076845,0.249775,0.251083,0.151661,0.192711,0.398257,0.381311,0.280958,0.292766,0.084967,0.137489,0.158785,0.105167,0.128381,0.181664,0.293416,0.252953,0.220876,0.270606,0.441837,0.399609,0.330939,0.35594,0.022862,0.170856,0.184057,0.081076,0.129976,0.314939,0.3132,0.215386,0.253929,0.463164,0.446013,0.345745,0.355967,0.161287,0.205667,0.05759,0.091681,0.298413,0.31645,0.191837,0.22204,0.441755,0.437541,0.324617,0.327411,0.073785,0.064756,0.064091,0.104904,0.119805,0.024294,0.075957,0.254465,0.237273,0.138296,0.157987,0.132106,0.160739,0.166989,0.10843,0.132568,0.183187,0.308364,0.256449,0.20669,0.241737,0.014965,0.201423,0.222779,0.096652,0.133029,0.346514,0.340158,0.229003,0.235846,0.176365,0.220811,0.067221,0.090801,0.31353,0.320666,0.197819,0.196566,0.071665,0.069305,0.067692,0.110171,0.105839,0,0.042788,0.129617,0.157018,0.176143,0.109125,0.104915,0.152839,0.011934,0.210225,0.213971,0.092942,0.1014,0.185852,0.210552,0.075308,0.066091,0.064176,0.077735,0.083552,0.098778,0.135564,0.0094,0.175163,0.032047,0.051783,0,0.991748,0.098511,0.130724,0.150434,0.254271,0.934398,1,0.939704,0.823503,0.697455,0
