person,gesture,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15
ASUS,2,0.270797,0.591592,0.82959,0.942331,0.533913,1,0.873019,0.713427,0.484768,0.954209,0.849735,0.698592,0.481426,0.887925,0.780925,0.651259,0.502573,0.800423,0.71746,0.617014,0.292714,0.553117,0.686122,0.246077,0.72823,0.598476,0.435108,0.265223,0.707903,0.599639,0.450925,0.336315,0.669031,0.561111,0.442897,0.406753,0.61108,0.52669,0.444164,0.224619,0.371727,0.021122,0.398571,0.270021,0.112561,0.167097,0.40289,0.298328,0.177712,0.293967,0.400616,0.307713,0.241645,0.385921,0.39165,0.325128,0.299501,0.109405,0.261472,0.129663,0,0.072553,0.313301,0.149491,0.071571,0.114487,0.390891,0.199779,0.165785,0.220352,0.457406,0.262061,0.248246,0.302821,0.398453,0.047317,0.071413,0.213741,0.412551,0.00181,0.048227,0.198151,0.456148,0.108268,0.152935,0.267422,0.500923,0.217856,0.248907,0.337233,0.436646,0.306878,0.143575,0.107638,0.424326,0.316626,0.177834,0.236244,0.404785,0.303731,0.215816,0.329199,0.37776,0.303466,0.261011,0.084182,0.247535,0.475361,0.083256,0.126972,0.262308,0.532966,0.200039,0.241358,0.346584,0.58436,0.310666,0.337791,0.421084,0.11779,0.353224,0.11538,0.061231,0.146936,0.423982,0.18487,0.172202,0.246336,0.485813,0.263412,0.262115,0.32717,0.207879,0.245008,0.142224,0.060939,0.304007,0.254367,0.177194,0.166498,0.382243,0.272558,0.227176,0.24627,0.423971,0.31954,0.169186,0.083088,0.36606,0.257346,0.133179,0.176162,0.300339,0.215883,0.13928,0.062709,0.213164,0.455555,0.074603,0.142978,0.267077,0.492765,0.191983,0.235304,0.330105,0.106148,0.363403,0.08262,0.072746,0.175306,0.411893,0.157923,0.168121,0.24853,0.231635,0.181413,0.084425,0.065224,0.297736,0.172582,0.120818,0.147865,0.37034,0.269335,0.143364,0.047548,0.274136,0.193119,0.090839,0.063144,0.191249,0.393255,0.074989,0.134671,0.236513,0.08434,0.304428,0.052796,0.050846,0.14154,0.194275,0.12378,0.042928,0.037341,0.28217,0.213808,0.11811,0.039574,0.13789,0.057189,0.044396,0.044271,0.043876,0.034854,0.893491,0,0.07485,0.104434,0.178239,0.860663,0.897051,1,0.91818,0.835512,1
ASUS,2,0.217276,0.567535,0.847712,0.983012,0.625416,1,0.880793,0.770023,0.532382,0.937165,0.809035,0.699163,0.464008,0.848803,0.715252,0.602614,0.429583,0.729325,0.618558,0.514551,0.318533,0.61897,0.768239,0.365601,0.756062,0.64389,0.531264,0.280007,0.70928,0.590123,0.477313,0.243139,0.642477,0.520899,0.408263,0.270716,0.551347,0.455885,0.362142,0.272715,0.434961,0.08662,0.394772,0.287305,0.175178,0,0.360956,0.261522,0.157688,0.099768,0.331113,0.253455,0.182296,0.231954,0.310476,0.279112,0.258677,0.12383,0.323095,0.144176,0.01934,0.061681,0.315644,0.047391,0.022297,0.107347,0.341027,0.080222,0.157005,0.230096,0.405148,0.205578,0.285798,0.357724,0.489612,0.179555,0.143393,0.228432,0.477712,0.057073,0.135365,0.248183,0.483558,0.09569,0.234074,0.340265,0.519855,0.248887,0.359062,0.452879,0.39234,0.31524,0.218657,0.084318,0.400723,0.333807,0.251201,0.219987,0.410895,0.361755,0.306937,0.355682,0.4231,0.405268,0.388076,0.087799,0.188755,0.434785,0.099229,0.208151,0.28237,0.497232,0.242045,0.343797,0.412369,0.580907,0.388848,0.472874,0.541469,0.069805,0.329536,0.045437,0.084282,0.152186,0.374644,0.137943,0.217406,0.281644,0.451469,0.267631,0.34425,0.410754,0.217712,0.144769,0.081945,0.068216,0.265634,0.160434,0.17151,0.198733,0.354149,0.233323,0.279506,0.326726,0.40382,0.303675,0.198049,0.093176,0.372172,0.288453,0.207969,0.229144,0.343029,0.301478,0.268533,0.092189,0.195398,0.430837,0.103463,0.2225,0.311028,0.489253,0.258037,0.353925,0.435237,0.069916,0.306179,0.035809,0.092821,0.176027,0.354894,0.140424,0.223078,0.300412,0.19411,0.131547,0.073998,0.089411,0.256613,0.138056,0.168787,0.21869,0.356409,0.238032,0.129491,0.09306,0.276384,0.20172,0.142834,0.09548,0.203752,0.382391,0.115759,0.221679,0.314264,0.070921,0.245491,0.021153,0.088502,0.176008,0.137112,0.104007,0.05595,0.08653,0.256955,0.148937,0.04897,0.072226,0.174634,0.061218,0.024759,0,0.006874,0.01606,0.870897,0.234693,0.17297,0.112496,0.056688,0.884325,0.785116,0.819368,0.892397,1,1
ASUS,2,0.28962,0.560821,0.7873,0.907795,0.712648,1,0.855771,0.764255,0.656806,0.938442,0.78739,0.697327,0.58674,0.817452,0.657586,0.566527,0.511109,0.672365,0.552472,0.467822,0.267578,0.494265,0.614184,0.472348,0.71768,0.568087,0.479681,0.415695,0.651123,0.495986,0.409092,0.33374,0.524388,0.362419,0.273185,0.237718,0.376998,0.258497,0.172742,0.220982,0.341238,0.292355,0.451356,0.297735,0.21514,0.24947,0.380482,0.222968,0.140877,0.175918,0.251125,0.09663,0,0.101537,0.114888,0.079416,0.103755,0.115013,0.294919,0.246313,0.092841,0.086117,0.292317,0.166058,0.018267,0.097665,0.278545,0.024384,0.133852,0.21534,0.28863,0.127055,0.254097,0.323233,0.369395,0.174227,0.093769,0.171301,0.381665,0.095793,0.119384,0.213817,0.385376,0.08501,0.248965,0.335551,0.407562,0.238135,0.366927,0.441047,0.344745,0.271123,0.204149,0.051216,0.324575,0.273237,0.221189,0.134064,0.308631,0.313478,0.291438,0.239174,0.32791,0.37683,0.379916,0.150905,0.232303,0.381491,0.077232,0.232833,0.304896,0.422038,0.222728,0.38185,0.446381,0.483153,0.377948,0.501149,0.560182,0.088546,0.287411,0.077266,0.076605,0.15326,0.30185,0.075722,0.225218,0.292538,0.342362,0.221893,0.344506,0.405513,0.207093,0.169201,0.063505,0.069076,0.209739,0.099005,0.164034,0.210475,0.248997,0.16815,0.274685,0.324627,0.350799,0.273092,0.204533,0.079225,0.310752,0.285588,0.249345,0.185624,0.301998,0.334653,0.329782,0.155168,0.236284,0.376489,0.140884,0.304139,0.375233,0.42396,0.298731,0.424272,0.48778,0.088665,0.264426,0.032775,0.143459,0.217487,0.282588,0.139529,0.263392,0.32823,0.177391,0.124986,0.097436,0.136052,0.18836,0.106817,0.200888,0.25018,0.302863,0.23332,0.176955,0.100761,0.251945,0.260082,0.246601,0.162642,0.245479,0.317603,0.154533,0.282573,0.352975,0.090995,0.193249,0.014001,0.114543,0.186672,0.10542,0.109352,0.079741,0.108389,0.212929,0.173841,0.142538,0.123061,0.199875,0.08124,0.025511,0,0.01335,0.021114,1,0.269437,0.264348,0.27148,0.299553,0.95377,0.769665,0.745788,0.72141,0.724874,1
ASUS,2,0.309722,0.564685,0.758659,0.870276,0.776184,1,0.819601,0.720646,0.729108,0.921405,0.737945,0.651008,0.651424,0.799176,0.627465,0.548723,0.562871,0.662241,0.533804,0.454739,0.244097,0.444988,0.564711,0.539444,0.715558,0.524805,0.434162,0.509175,0.63286,0.44013,0.36881,0.438662,0.50572,0.32494,0.267159,0.343711,0.364269,0.23085,0.180696,0.180925,0.303318,0.350746,0.465685,0.272554,0.198177,0.345824,0.38207,0.189454,0.151476,0.301845,0.25565,0.081998,0.100791,0.23617,0.121637,0.046515,0.12845,0.104328,0.269111,0.279187,0.097612,0.100782,0.297808,0.198063,0.056705,0.135396,0.298697,0.090617,0.115245,0.205653,0.290862,0.092893,0.204622,0.290416,0.249248,0.160118,0.050393,0.143798,0.297102,0.086663,0.113764,0.209006,0.327025,0.067979,0.222419,0.303591,0.352105,0.187602,0.317177,0.395685,0.250044,0.182912,0.154894,0.039539,0.204023,0.193626,0.178764,0.10918,0.173632,0.251612,0.258828,0.192631,0.218895,0.312622,0.337999,0.172402,0.261707,0.310299,0.062868,0.256498,0.330099,0.371957,0.190073,0.371122,0.433916,0.433748,0.330961,0.464007,0.528125,0.080399,0.227664,0.088786,0.063989,0.149447,0.255905,0,0.179211,0.250132,0.284353,0.139945,0.273445,0.344249,0.177131,0.18063,0.023911,0.04896,0.17938,0.059656,0.09604,0.15192,0.188528,0.05579,0.183511,0.24634,0.261874,0.220372,0.180096,0.056936,0.215006,0.253578,0.24069,0.149641,0.227379,0.298787,0.309224,0.173026,0.249892,0.313329,0.106689,0.287888,0.353297,0.364535,0.24794,0.381261,0.44771,0.075969,0.223806,0.04571,0.094481,0.169513,0.227049,0.055683,0.188942,0.262558,0.155012,0.12873,0.053071,0.083113,0.134735,0.03061,0.121886,0.17729,0.239097,0.222232,0.186222,0.074818,0.206312,0.246484,0.241879,0.160465,0.229709,0.264524,0.120702,0.254189,0.323917,0.070812,0.180425,0.020052,0.074322,0.155088,0.114635,0.096163,0.039615,0.07368,0.180962,0.17294,0.150069,0.112767,0.187333,0.069939,0.026417,0,0.008172,0.004347,1,0.27946,0.329248,0.368234,0.386024,0.917144,0.811009,0.723161,0.66867,0.641185,1
ASUS,2,0.192474,0.448147,0.658917,0.779874,0.865186,1,0.756969,0.665045,0.868119,0.937242,0.634385,0.589587,0.818316,0.812224,0.518418,0.493404,0.720638,0.660894,0.474051,0.458311,0.251397,0.478073,0.619535,0.728466,0.84413,0.588786,0.501588,0.753586,0.794232,0.478228,0.448109,0.726405,0.683163,0.379886,0.377855,0.655137,0.553695,0.364671,0.372512,0.209086,0.364278,0.49347,0.586852,0.327158,0.249209,0.542983,0.549966,0.237495,0.234066,0.546109,0.459645,0.188539,0.228197,0.517506,0.372949,0.231179,0.274207,0.144397,0.291221,0.359085,0.100602,0.059321,0.366537,0.334314,0.086149,0.142395,0.405516,0.27548,0.174411,0.236014,0.43009,0.266849,0.255502,0.308734,0.12976,0.202244,0.025713,0.095546,0.220532,0.167535,0.123087,0.175282,0.286497,0.132033,0.24331,0.286716,0.3534,0.210739,0.309121,0.351666,0.142572,0.177889,0.224704,0.083479,0.054182,0.234098,0.258375,0.177911,0.038664,0.328476,0.349972,0.285206,0.202924,0.370342,0.397567,0.23745,0.320198,0.224348,0.072369,0.34521,0.388551,0.328952,0.203067,0.459456,0.493058,0.446707,0.36398,0.514777,0.548828,0.070364,0.266994,0.212756,0.106608,0.167521,0.327569,0.177173,0.229666,0.279992,0.384403,0.232634,0.302247,0.34894,0.290212,0.278348,0.017958,0.08271,0.32416,0.200336,0.138409,0.192352,0.350457,0.187896,0.214168,0.263536,0.130176,0.286993,0.29003,0.082532,0.068899,0.352871,0.356988,0.207225,0.184823,0.374044,0.388245,0.29472,0.326928,0.234405,0.114912,0.39791,0.423394,0.352297,0.279512,0.444209,0.473144,0.042359,0.308706,0.200638,0.100687,0.1525,0.322479,0.159141,0.174478,0.223327,0.290532,0.213276,0.048801,0.090201,0.281137,0.122337,0.112551,0.159411,0.137114,0.340168,0.326773,0.108323,0.153544,0.33934,0.340056,0.280995,0.296415,0.230575,0.142502,0.315965,0.340124,0.040235,0.307114,0.1646,0.058705,0.112284,0.272397,0.15353,0,0.050378,0.140931,0.277571,0.260255,0.168632,0.181297,0.031597,0,0.027068,0.024027,0.032464,1,0.298386,0.438381,0.593831,0.699678,0.903404,0.8626,0.682383,0.495508,0.373231,1
ASUS,2,0.139174,0.434448,0.690312,0.788739,0.784963,0.990307,0.725879,0.656757,0.802313,1,0.664712,0.624016,0.777764,0.866345,0.537749,0.513779,0.735882,0.762748,0.536299,0.506391,0.283891,0.558523,0.679622,0.670544,0.871586,0.599415,0.533753,0.708763,0.897816,0.554608,0.521334,0.706511,0.779665,0.446799,0.434586,0.690913,0.696451,0.470226,0.451586,0.258767,0.408216,0.391102,0.579559,0.305289,0.249045,0.462123,0.627365,0.291846,0.278233,0.501211,0.539936,0.24706,0.266073,0.537903,0.501703,0.319188,0.330704,0.148987,0.121842,0.293317,0.023125,0.03151,0.231363,0.353648,0.094502,0.134296,0.32088,0.306608,0.205949,0.251435,0.415506,0.335431,0.288158,0.328444,0.005117,0.180518,0.100321,0.132676,0.065133,0.192374,0.097302,0.137842,0.179036,0.132671,0.229963,0.266139,0.299897,0.201689,0.274149,0.318783,0.178123,0.071628,0.114219,0.098078,0.208781,0.093148,0.139854,0.2106,0.164529,0.233898,0.27305,0.329186,0.23249,0.286536,0.331347,0.246753,0.309997,0.216332,0.101145,0.299114,0.344547,0.325768,0.217653,0.437807,0.474508,0.455538,0.353478,0.480453,0.52467,0.042778,0.186819,0.302771,0.078336,0.127248,0.284514,0.25991,0.212352,0.25718,0.387976,0.30157,0.286701,0.329496,0.200587,0.350557,0.041438,0.075482,0.276109,0.278705,0.148274,0.193739,0.362368,0.287904,0.229024,0.269754,0.173947,0.143183,0.161634,0.092045,0.050713,0.237267,0.262245,0.219775,0.117628,0.253294,0.294923,0.315956,0.349802,0.252179,0.1348,0.434621,0.462852,0.374714,0.279345,0.454978,0.496112,0.023592,0.207798,0.221605,0.11627,0.158578,0.293849,0.218811,0.182397,0.22611,0.199089,0.23699,0.066314,0.107432,0.266272,0.204432,0.131734,0.175049,0.089535,0.237741,0.244072,0.102175,0,0.213718,0.245513,0.305377,0.324758,0.214568,0.116821,0.307072,0.345041,0.017647,0.263171,0.233125,0.061374,0.09626,0.248313,0.234849,0.025846,0.052569,0.074885,0.200001,0.211568,0.200164,0.228862,0.016959,0,0.008376,0.003336,0.009114,0.893003,0.061973,0.082414,0.232532,0.416031,0.841419,1,0.953046,0.769879,0.56238,1
ASUS,2,0.22581,0.498821,0.709672,0.786321,0.876764,1,0.779254,0.688633,0.846667,0.923541,0.657048,0.59831,0.771503,0.794907,0.551092,0.50286,0.651002,0.641664,0.489708,0.443171,0.275221,0.492422,0.582017,0.708351,0.805709,0.575369,0.49001,0.696226,0.735238,0.458728,0.413408,0.639657,0.615292,0.363541,0.336593,0.540854,0.479178,0.324893,0.303282,0.211089,0.310506,0.476336,0.539027,0.304539,0.231042,0.490031,0.4768,0.203425,0.192503,0.46671,0.374362,0.153245,0.18839,0.418008,0.285002,0.187053,0.229318,0.110994,0.32341,0.333828,0.107691,0.099844,0.36978,0.285533,0.106276,0.17507,0.391243,0.224791,0.192292,0.264546,0.407994,0.242413,0.274022,0.339051,0.213342,0.22151,0,0.092761,0.27238,0.167406,0.12336,0.193068,0.3159,0.125317,0.232776,0.296768,0.367347,0.21433,0.309022,0.37226,0.179717,0.213691,0.24332,0.078397,0.106896,0.266863,0.289541,0.170373,0.095951,0.339155,0.36932,0.286585,0.227818,0.382154,0.426714,0.227245,0.308375,0.263785,0.076034,0.339743,0.394414,0.357161,0.2084,0.441811,0.49324,0.466722,0.369147,0.506387,0.5626,0.085446,0.270873,0.171469,0.116098,0.185744,0.312325,0.123437,0.225483,0.28944,0.361775,0.207857,0.301692,0.364942,0.274566,0.240104,0.024316,0.093999,0.285823,0.14004,0.1328,0.197254,0.302837,0.13814,0.209313,0.273135,0.192583,0.290934,0.29214,0.092373,0.140285,0.338581,0.352305,0.220151,0.210444,0.364134,0.397938,0.270406,0.31848,0.280259,0.125897,0.367118,0.414613,0.384867,0.286905,0.427803,0.482277,0.067716,0.292187,0.164079,0.102253,0.168932,0.295404,0.129945,0.180586,0.245131,0.268332,0.194574,0.042569,0.096422,0.241832,0.08741,0.108855,0.171931,0.189248,0.306915,0.300917,0.124463,0.174397,0.31092,0.331498,0.244422,0.284753,0.266593,0.153678,0.297925,0.350144,0.064959,0.262197,0.12578,0.07459,0.139865,0.227154,0.135882,0.005864,0.06891,0.158279,0.233041,0.231354,0.1483,0.192206,0.057984,0,0.013938,0.014753,0.023436,1,0.354435,0.432515,0.507609,0.558857,0.917075,0.734862,0.615921,0.516932,0.457226,1
ASUS,2,0.309525,0.583641,0.795335,0.793433,0.76991,1,0.822412,0.741263,0.652589,0.867451,0.702331,0.628713,0.522094,0.707152,0.551157,0.473699,0.387224,0.539341,0.425883,0.344031,0.251577,0.462759,0.45897,0.497161,0.681475,0.498294,0.423622,0.390118,0.543089,0.373621,0.306886,0.259615,0.375635,0.216432,0.143267,0.111405,0.204381,0.096791,0.012002,0.186213,0.186686,0.304903,0.412041,0.2261,0.164481,0.243837,0.269929,0.098497,0.056715,0.189136,0.098562,0.023617,0.084498,0.198432,0.048813,0.159949,0.222047,0.014462,0.289369,0.229866,0.067507,0.106281,0.306302,0.091438,0.075268,0.158098,0.33571,0.063326,0.222849,0.296143,0.400656,0.24037,0.36156,0.431867,0.327213,0.259916,0.107064,0.141335,0.337562,0.127136,0.093335,0.174015,0.355873,0.073405,0.217066,0.295908,0.40775,0.231512,0.351929,0.426395,0.280748,0.212954,0.163099,0.092232,0.231691,0.241189,0.223704,0.223497,0.26751,0.351192,0.357759,0.370762,0.376492,0.460394,0.485148,0.160678,0.233582,0.374201,0.118601,0.2887,0.349177,0.472593,0.295895,0.457502,0.513719,0.587963,0.479313,0.597263,0.656031,0.063367,0.256212,0.019548,0.102528,0.168204,0.318729,0.111067,0.271328,0.329738,0.414053,0.293262,0.411144,0.471534,0.176646,0.105849,0.059672,0.091744,0.229865,0.083257,0.213196,0.257497,0.330123,0.237639,0.347919,0.39981,0.289244,0.226878,0.174315,0.108507,0.253378,0.28292,0.267584,0.258783,0.30645,0.369838,0.382273,0.14598,0.213247,0.360337,0.151848,0.314345,0.374448,0.458828,0.335695,0.454484,0.516041,0.057351,0.237267,0.001547,0.143322,0.204933,0.301706,0.165566,0.283155,0.345393,0.157416,0.075324,0.105028,0.140258,0.222179,0.130502,0.232724,0.282584,0.257891,0.210632,0.163737,0.12552,0.228497,0.258484,0.255836,0.138852,0.208055,0.312295,0.158986,0.279095,0.345747,0.060208,0.186697,0,0.114829,0.18406,0.102631,0.061639,0.077465,0.11694,0.189721,0.150746,0.11573,0.095699,0.170273,0.059385,0.051292,0,0.018788,0.030315,1,0.28177,0.293473,0.312457,0.304193,0.965419,0.751395,0.705428,0.684125,0.712545,1
ASUS,2,0.245642,0.607478,0.853144,0.928709,0.640918,1,0.884302,0.775723,0.497915,0.882898,0.767995,0.66002,0.386768,0.760691,0.641158,0.528212,0.330361,0.629942,0.535702,0.435451,0.323163,0.588952,0.684506,0.347098,0.722513,0.613842,0.503505,0.213377,0.625654,0.520798,0.411475,0.161144,0.53518,0.429689,0.321201,0.228944,0.452945,0.377934,0.299149,0.234795,0.35577,0.063348,0.351772,0.250096,0.141666,0.061612,0.280165,0.207122,0.127793,0.207496,0.264663,0.229033,0.204854,0.363059,0.310813,0.312594,0.325903,0.090291,0.293942,0.122062,0,0.046127,0.333834,0.003297,0.065866,0.151254,0.419384,0.140614,0.229635,0.30991,0.532358,0.309966,0.378508,0.450211,0.427811,0.178497,0.114641,0.17854,0.443208,0.03875,0.115259,0.224848,0.495086,0.130486,0.251633,0.35718,0.579112,0.306712,0.394714,0.483647,0.369934,0.294222,0.201019,0.118566,0.344438,0.296975,0.234177,0.286871,0.364775,0.340127,0.313531,0.448625,0.422639,0.421585,0.425737,0.076838,0.177104,0.460764,0.129295,0.236015,0.316128,0.572919,0.304494,0.400164,0.477203,0.696981,0.479186,0.54902,0.618763,0.061886,0.354645,0.032368,0.11363,0.191275,0.453119,0.188996,0.276319,0.352022,0.572618,0.35789,0.424533,0.493453,0.244464,0.095234,0.07639,0.102429,0.347344,0.160967,0.208804,0.262181,0.475629,0.298103,0.348191,0.404718,0.375007,0.283753,0.182618,0.120341,0.321911,0.250335,0.183043,0.282552,0.314251,0.286387,0.270045,0.072312,0.174849,0.44772,0.128235,0.233981,0.325933,0.55016,0.306342,0.383318,0.462348,0.061179,0.333146,0.03668,0.116071,0.205273,0.429552,0.195777,0.265501,0.3418,0.224779,0.092073,0.068273,0.113081,0.333021,0.158717,0.197963,0.255483,0.333769,0.222235,0.111767,0.113806,0.244228,0.176677,0.121107,0.073937,0.184274,0.402314,0.131506,0.216027,0.305075,0.065077,0.279893,0.04227,0.101067,0.183693,0.175802,0.09005,0.05957,0.094108,0.253564,0.157739,0.056995,0.04837,0.148531,0.052295,0.023437,0.002278,0.009095,0.029816,0.896054,0.237239,0.173621,0.081681,0,0.938673,0.82189,0.860058,0.959658,1,1
ASUS,2,0.331544,0.598252,0.721207,0.730424,0.763377,1,0.877639,0.770037,0.68103,0.888068,0.772327,0.682893,0.577617,0.738105,0.633045,0.546965,0.476517,0.593716,0.508209,0.433052,0.239576,0.378529,0.414353,0.402734,0.65151,0.536155,0.428181,0.342691,0.563276,0.45847,0.36757,0.297147,0.453246,0.366815,0.291789,0.311643,0.379553,0.322945,0.278139,0.114872,0.184645,0.129345,0.377137,0.266705,0.162114,0.090729,0.307469,0.22458,0.150223,0.173135,0.259474,0.227174,0.209895,0.323885,0.301933,0.307304,0.321727,0.062094,0.071473,0.2431,0.122223,0.013913,0.00615,0.156847,0.088936,0.060784,0.166364,0.154034,0.179711,0.21488,0.34699,0.276126,0.318943,0.361933,0.165858,0.259725,0.134057,0.06371,0.060605,0.122233,0.008336,0.012099,0.126833,0.05659,0.10868,0.171377,0.298636,0.205532,0.266031,0.322922,0.224378,0.138144,0.075628,0.100243,0.206265,0.182675,0.167626,0.263133,0.258121,0.285296,0.310636,0.44086,0.380275,0.415649,0.450314,0.091149,0.194889,0.283872,0.128575,0.231663,0.300038,0.420558,0.311598,0.400817,0.466501,0.593893,0.493525,0.560749,0.618233,0.07258,0.16101,0.046069,0.11085,0.173169,0.293777,0.196214,0.277198,0.340036,0.468445,0.372084,0.435841,0.491802,0.053291,0.112116,0.072101,0.084203,0.201321,0.152743,0.201939,0.249537,0.381296,0.299741,0.351251,0.399647,0.186327,0.098397,0.038822,0.128546,0.145374,0.150664,0.176749,0.308397,0.244454,0.28151,0.321744,0.082907,0.169435,0.282631,0.151357,0.249232,0.324208,0.444561,0.336587,0.409985,0.473439,0.055711,0.16401,0.051858,0.133788,0.205717,0.328375,0.226324,0.294462,0.355715,0.084914,0.07405,0.083827,0.131911,0.262548,0.181162,0.231729,0.283456,0.126879,0.034725,0.012758,0.144927,0.09311,0.117183,0.163001,0.071412,0.156064,0.262923,0.150006,0.227492,0.295913,0.050356,0.159548,0.062021,0.125112,0.189914,0.096389,0.062683,0.069231,0.115984,0.086562,0,0.008139,0.051551,0.127068,0.03996,0.015498,0.012801,0.027862,0.041809,0.893348,0.191923,0.159841,0.089972,0,0.948723,0.893289,0.917163,1,0.951639,1
ASUS,2,0.404879,0.670316,0.764698,0.746119,0.879072,1,0.867548,0.779186,0.759526,0.858731,0.740198,0.658626,0.61633,0.710446,0.599571,0.514156,0.490789,0.573555,0.479133,0.401879,0.265702,0.384463,0.407513,0.475339,0.618453,0.494895,0.402669,0.392087,0.518487,0.417779,0.335839,0.341735,0.441519,0.365636,0.305701,0.383934,0.41616,0.378253,0.360878,0.127652,0.206334,0.198446,0.346558,0.234741,0.148095,0.152738,0.290369,0.235515,0.191878,0.25983,0.316627,0.315811,0.321404,0.438044,0.413379,0.439814,0.472904,0.100409,0.134547,0.224873,0.099131,0.008717,0.027094,0.154287,0.13651,0.145312,0.226883,0.238412,0.284793,0.325601,0.437849,0.387757,0.443074,0.496261,0.235251,0.261779,0.131977,0.091114,0.061767,0.102326,0.024486,0.076534,0.143729,0.128277,0.195231,0.255651,0.356999,0.294477,0.364134,0.428065,0.166294,0.130024,0.134995,0.16637,0.231681,0.270502,0.291577,0.373083,0.374918,0.430752,0.470634,0.583846,0.533531,0.588855,0.639714,0.122343,0.209245,0.229501,0.180224,0.284606,0.346674,0.416925,0.374156,0.465395,0.529143,0.628314,0.559172,0.636045,0.701551,0.080491,0.096286,0.09053,0.159849,0.213766,0.287144,0.258922,0.338743,0.397706,0.500712,0.436604,0.507809,0.570543,0.01964,0.134624,0.12726,0.147164,0.227863,0.230917,0.284816,0.330342,0.440753,0.387268,0.446441,0.502122,0.126119,0.097957,0.116874,0.197021,0.200697,0.253681,0.300994,0.410397,0.35601,0.416276,0.473269,0.108512,0.18842,0.242073,0.183805,0.283025,0.355675,0.445042,0.371115,0.453674,0.524275,0.072741,0.122897,0.09268,0.169059,0.2366,0.331974,0.265103,0.339776,0.407139,0.069934,0.115284,0.128331,0.173166,0.281865,0.231444,0.287668,0.34596,0.09046,0.047074,0.101994,0.202553,0.15002,0.209181,0.273057,0.101143,0.1853,0.254785,0.176414,0.264399,0.340124,0.073709,0.151224,0.091377,0.159286,0.230347,0.105239,0.100129,0.108166,0.161154,0.075765,0,0.081206,0.087199,0.168524,0.069624,0.035361,0.041314,0.060325,0.092323,0.886252,0.317264,0.304651,0.187527,0,0.991775,0.804941,0.82939,0.973401,1,1
